objectid,col_name,col_uid,st_name,st_abb,cnty_name,datasource,src_name,alt_name,alt_name2,alt_name3,mnumber,color_clas,tot_prisco,rec_complt,numlots,numoccupie,estimatedp,wtr_srcdes,wtr_hauled,priv_wells,wc_exists,wc_wtrcomm,dwuid,wc_nearwcom,dwuid_near,os_otrsupp,is_srcadeq,wc_adeq,wc_adeqdes,wc_hlth,wc_hlthdes,ww_public,ww_wwcomm,wwuid,ww_nearwwcom,wwuid_near,ww_prvser,ww_prvnm,ww_other,ww_adeq,ww_adeqdes,ww_hlth,ww_hlthdes,ppl_nowat,ppl_nowat_r,ppl_noww,ppl_noww_r,ppl_yeswat,ppl_yeswat_r,ppl_yesww,ppl_yesww_r,allpotable,infloodp,fac_propos,fac_type,fac_cst,fac_avgcst,fac_capcst,fac_comcap,fac_ta,fac_tades,fac_feasib,con_last,con_first,con_type,con_title,con_org,con_email,con_add,con_city,con_state,con_zip,con_phone,con_mobile,con_notes,con_last2,con_first2,con_type2,con_title2,con_org2,con_email2,con_add2,con_city2,con_state2,con_zip2,con_phone2,con_mobil2,con_notes2,created_user,created_date,last_edited_user,last_edited_date,fy2018_project,fy2019_project,fy2020_project,fy2021_project,fy2022_project,Unnamed: 98,Unnamed: 99
233,Unnamed 1,P1R350093,New Mexico,NM,Luna,Colonia does not Exist,Colonia does not Exist,,,,,,99,Y,0,0,0,,N,N,N,,,,,,N,N,,N,,N,,,,,N,,,N,,N,,0,0,0,0,0,0,0,0,N,N,,,0,  ,,,N,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,Unnamed 1,P1R350109,New Mexico,NM,Sierra,Colonia does not Exist,Colonia does not Exist,,,,,,99,Y,0,0,0,,N,N,N,,,,,,N,N,,N,,N,,,,,N,,,N,,N,,0,0,0,0,0,0,0,0,N,N,,,0,  ,,,N,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,Campestre,P1R481801,Texas,TX,Zavala,Colonia does not Exist,Colonia does not Exist,,,,,,99,Y,0,0,0,,N,N,N,,,,,,N,N,,N,,N,,,,,N,,,N,,N,,0,0,0,0,0,0,0,0,N,N,,,0,  ,,,N,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,La Traverna,P1R481805,Texas,TX,Zavala,Colonia does not Exist,Colonia does not Exist,,,,,,99,Y,0,0,0,,N,N,N,,,,,,N,N,,N,,N,,,,,N,,,N,,N,,0,0,0,0,0,0,0,0,N,N,,,0,  ,,,N,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,Leija,P1R481806,Texas,TX,Zavala,Colonia does not Exist,Colonia does not Exist,,,,,,99,Y,0,0,0,,N,N,N,,,,,,N,N,,N,,N,,,,,N,,,N,,N,,0,0,0,0,0,0,0,0,N,N,,,0,  ,,,N,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,Rock Quarry,P1R481809,Texas,TX,Zavala,Colonia does not Exist,Colonia does not Exist,,,,,,99,Y,0,0,0,,N,N,N,,,,,,N,N,,N,,N,,,,,N,,,N,,N,,0,0,0,0,0,0,0,0,N,N,,,0,  ,,,N,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,Zurita,P1R481811,Texas,TX,Zavala,Colonia does not Exist,Colonia does not Exist,,,,,,99,Y,0,0,0,,N,N,N,,,,,,N,N,,N,,N,,,,,N,,,N,,N,,0,0,0,0,0,0,0,0,N,N,,,0,  ,,,N,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,Palo Verde Mountain,P1R040057,Arizona,AZ,Pinal,RCAP Staff,,,,,,Gray,5,Y,0,0,0,,N,N,N,PALO VERDE MOUNTAIN COMPANY WATER CO-OP,DW170,,,,N,N,,N,,N,,,,,N,,,N,,N,,0,0,0,0,0,0,0,0,N,N,,,0,  ,,,N,, ,PENA,TOMACITA,Utility,,PALO VERDE MOUNTAIN COMPANY WATER CO-OP,,55818 W FARRELL RD,MARICOPA,AZ,85139,(520) 568-9541,,,,,,,,,,,,,,,,,,,,,,,,,,
248,The Homestead,P2R350013,New Mexico,NM,Catron,RCAP Staff,,,,,,Purple,2,Y,0,25,75,Private Wells,N,Y,N,,,,,,Y,N,,N,,N,,,,,N,,Private septic tanks,Y,,N,,75,1,75,1,0,0,0,0,N,N,New water source and new distribution system.,Water,190000,  ,,"Local community is lacking in financial, managerial, and technical capacity.",Y,"Financial, managerial, technical","Low customer base, high cost, low capacity",DE LA GARZA,OLIVER,Agency,OMBUDSMAN,TX SECRETARY OF STATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,Shady Grove,P2R350028,New Mexico,NM,Hidalgo,RCAP Staff,,,,,,Purple,2,Y,0,3,7,Private Wells,N,Y,N,,,,,,N,N,,N,,N,,,,,N,,Private septic systems,N,,N,,0,0,7,1,7,1,0,0,N,N,New water source and new distribution system; new wastewater treatment system.,Combination,200000,  ,,"Local community is lacking in financial, managerial, and technical capacity.",Y,"Financial, managerial, technical",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,Catfish Cove,P2R350032,New Mexico,NM,Luna,RCAP Staff,,,,,,Purple,2,Y,0,10,22,Private Wells,N,Y,N,,,,,,Y,N,,N,,N,,,,,N,,Individual septic systems,Y,,N,,22,1,22,1,0,0,0,0,N,N,New water source and new distribution system.,Water,100000,  ,,"Local community is lacking in financial, managerial, and technical capacity.",Y,"Financial, managerial, technical",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,Sunshine,P2R350039,New Mexico,NM,Luna,RCAP Staff,,,,,,Purple,2,Y,0,212,511,Private Wells,N,Y,N,,,,,,Y,N,,N,,N,,,,,N,,Indiviual septic systems,Y,,N,,511,1,511,1,0,0,0,0,N,N,New water source and new distribution system.,Water,1241000,  ,,"Local community is lacking in financial, managerial, and technical capacity.",Y,"Financial, managerial, technical",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,Animas,P2R350021,New Mexico,NM,Hidalgo,RCAP Staff,Animas,,,,,Red,1,Y,0,48,140,Private Wells,N,Y,N,,,,,,Y,N,"The quality of water in this area is high in fluoride, arsenic and radio neuclides.",N,,N,,,,,N,,,N,,N,,140,1,140,1,0,0,0,0,N,N,"The quality of water in this area is high in fluoride, arsenic and radio neuclides. Individual wells need to be replaced with public system with treatment. Needs new wastewater treatment system.",Combination,960000,  ,,"Local community is lacking in financial, managerial, and technical capacity.",Y,"Financial, managerial, techincal",,LUCERO,PRISCILLA,,EXECUTIVE DIRECTOR,SOUTHWEST COUNCIL OF GOVERNMENTS,,1203 N. HUDSON,SILVER CITY,NM,88062,(575) 388-1509,,,,,,,,,,,,,,,,,,,,,,,,,,
263,Cotton City,P2R350022,New Mexico,NM,Hidalgo,RCAP Staff,Cotton City,,,,,Red,1,Y,0,41,127,Private Wells,N,Y,N,,,,,,Y,N,"This area has high incidence of fluoride, arsenic and radionuclides. Water hasn't been tested but other systems in the same geographic area has demonstrated those contaminants.",N,,N,,,,,N,,,Y,,N,,127,1,127,1,0,0,0,0,N,N,"The quality of water in this area is high in fluoride, arsenic and radio neuclides. Individual wells need to be replaced with public system with treatment.",Water,310000,  ,,"Local community is lacking in financial, managerial, and technical capacity.",Y,"Financial, managerial, techincal",,LUCERO,PRISCILLA,,EXECUTIVE DIRECTOR,SOUTHWEST COUNCIL OF GOVERNMENTS,,1203 N. HUDSON,SILVER CITY,NM,88062,(575) 388-1509,,,,,,,,,,,,,,,,,,,,,,,,,,
271,Pueblo Largo,P2R350009,New Mexico,NM,Catron,RCAP Staff,,,,,,Blue,4,Y,0,10,3,Private Wells,N,Y,N,,,,,,Y,N,,N,,N,,,,,N,,,Y,,N,,3,1,3,1,0,0,0,0,N,N,,,0,  ,,,N,, ,FLETCHER,KATE,County,INTERIM COUNTY MANAGER,CATRON COUNTY,kate.fletcher@catroncountynm.gov,,,,,(575) 533-6423,,,,,,,,,,,,,,,,,,,,,,,,,,
274,Horse Peek Ranch,P2R350004,New Mexico,NM,Catron,RCAP Staff,,,,,,Purple,2,Y,35,35,150,Private Wells,N,Y,N,,,,,,N,N,,N,,N,,,,,N,,Private septic tanks,Y,,N,,150,1,150,1,0,0,0,0,N,N,Groundwater levels are dropping below well screens due to drought. New water source is needed. The septic systems in this colonia are generally not permitted and are poorly maintained.,Water,650000,  ,,"Local community is lacking in financial, managerial, and technical capacity.",Y,"Financial, managerial, technical","Low customer base, high cost, low capacity",FLETCHER,KATE,County,INTERIM COUNTY MANAGER,CATRON COUNTY,kate.fletcher@catroncountynm.gov,,,,,(575) 533-6423,,,,,,,,,,,,,,,,,,,,,,,,,,
279,Unincorporated Riverside County,P1R060023,California,CA,Riverside,RCAP Staff,Approximatelly 200 Polanco Parks,,,,,Red,1,Y,2400,2400,8400,Private Wells,N,Y,N,,,COACHELLA VALLEY WATER DISTRICT-I.D. #8,DW079,,N,N,"Low pressure, poor electricity service for pumps, poor construction of distributrion system.",Y,Arsenic is naturally occurring in high levels in this area. All individual wells should be assumed to have high arsenic levels. No testing has been done individual wells.,N,,,COACHELLA VALLEY WATER DISTRICT,WW045,N,,Septic Tanks,N,Septic tanks have been installed without appropriate permits and may or may not be operating properly.,N,,0,0,0,0,8400,1,8400,1,Y,N,Provide arsenic treatment for all 200 groundwater wells,Water,20000000,  ,,"No capacity exists within communities due to their small size, language barrier, lack of technical training. However, area-wide organizations exist to provide leadership and support construction.",Y,Outreach and training if point-of-use treatment to be used,No local leadership due to small size (12 units) of each of the 200 MHP.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,Smith Way - Somerton,P1R040094,Arizona,AZ,Yuma,RCAP Staff,,,,,,Purple,2,Y,0,0,0,Private Wells,N,Y,N,,,CITY OF SOMERTON,DW072,,Y,N,Needs distribution lines to hook up homes to City of Somerton,Y,Nitrates,N,,,CITY OF SOMERTON,WW032,N,,On-site Septic,N,failing septic,Y,Nitrates from farming/failing septics,55,0,55,0,55,0,0,0,Y,N,Somerton to hook up area,Water,650000,  ,,City needs funding/has capacity,N,,"Funding, low income, low rates, regionalization would help",LEE,BILL,City,CITY MANAGER,CITY,billlee@cityofsomerton.com,110 N STATE STREET,SOMERTON,AZ,,(928) 722-7343,(928) 947-4801,City of Somerton needs funding to connect this area to their system,,,,,,,,,,,,,,,,,,,,,,,,
292,El Caso Ranch,P2R350002,New Mexico,NM,Catron,RCAP Staff,,,,,,Gray,5,Y,0,0,0,,N,N,N,,,,,,N,N,,N,,N,,,,,N,,,N,,N,,0,0,0,0,0,0,0,0,N,N,This colonia designated community is part of Quemado Lake Estates,,0,  ,,,N,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,Bell School,P2R350031,New Mexico,NM,Luna,RCAP Staff,,,,,,Gray,5,Y,0,0,3,,N,N,N,,,,,,N,N,,N,,N,,,,,N,,,N,,N,,0,0,0,0,0,0,0,0,N,N,This colonia is part the City of Deming.,,0,  ,,,N,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,Windmill,P2R350030,New Mexico,NM,Hidalgo,RCAP Staff,Windmill,,,,,Red,1,Y,0,38,95,Private Wells,N,Y,N,,,,,,Y,N,,N,,N,,,,,N,,Individual septic systems,Y,,N,,95,1,95,1,0,0,0,0,N,N,New water source and new distribution system.,Water,243000,  ,,"Local community is lacking in financial, managerial, and technical capacity.",Y,"Financial, managerial, techincal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,Laura E. Mundy 237,P2R480037,Texas,TX,El Paso,No spatial data source,,,,,M0710330,Red,1,Y,40,37,111,Hauling,Y,N,N,,,EAST MONTANA WATER SYSTEM,DW088,hauling water,N,N,hauling water,Y,hauling water,N,,,EL PASO WTR UTIL PUBLIC SVC BO,WW082,N,,onsite,U,"Unknown quality, most lots should be adeqate size for septic.",N,,111,1,111,1,0,0,0,0,N,N,CU projected cost drinking water extension of distribution.,Water,555000,  ,,See Utility Capacity,Y,T/A subject to USDA Funding Application, ,ALSARRAJ,MUNZER,Utility,INFRASTRUCTURE PROGRAM MANAGER,"COUNTY OF EL PASO, PUBLIC WORKS",,800 E OVERLAND STE. 200,EL PASO,TX,79901,(915) 543-3845,,SOS Priority. Adjacent to E of Mayfair Subd #5 that has EP CO Water Service.,,,,,,,,,,,,,,,,,,,,,,,,
314,Standpipe Rd area,P2R350042,New Mexico,NM,Eddy,RCAP Staff,Standpipe Rd area,,,,,Red,1,Y,120,120,350,,Y,N,N,,,CITY OF CARLSBAD,,N,N,N,"The residents cannot drink the water due to its quality. They are on septic tanks. No sewer. City of Carlsbad received $109,000 from Colonias funds from New Mexico Finance Authority for PER for w and ww impr and connecting to the City water system.",N,,N,,,CITY OF CARLSBAD,,N,,Private septic systems,N,,N,,350,1,350,1,0,0,0,0,N,N,"The residents cannot drink water. The City of Carlsbad received $109,000 from Colonias NMFA funds for w and ww impr for tying into the City water system. The majority of the households do not have potable water and there is no ww services in place.",Combination,3000000," $15,000 WW $10,000 W ",state avg,The City of Carlsbad has the capacity,N,,Developing capacity and securing the funding ,BASABILVAZO,YVONNE,City,PLANNER,CITY OF CARLSBAD AND OTIS MDWC&SWA,ybasabilvazo@cityofcarlsbadnm.com,114 S. HALAGUERO,CARLSBAD,NM,88220,(575) 236-6351,,,,,,,,,,,,,,,,,,,,,,,,,,
318,Sulphur Springs Valley,P1R040099,Arizona,AZ,Cochise,RCAP Staff,,Whetstone,,,,Orange,3,Y,0,0,25,Private Wells,Y,Y,N,,,CITY OF WILLCOX,DW075,Ground water wells,Y,Y,,N,,N,,,CITY OF WILLCOX,WW005,N,,On Site Septic,Y,,N,,0,0,0,0,25,1,25,1,Y,N,Water distribution lines possible,Water,900000,  ,,"Electric co op in area,",N,,"Remote area, large wildlife area with few residents",,,,,,,,,,,,,low population/large ranches/bird sanctuary,,,,,,,,,,,,,,,,,,,,,,,,
22,Bear Mountain,P1R350022,New Mexico,NM,Grant,BBER,Bear Mountain,,,,,Purple,2,Y,0,10,27,Private Wells,N,Y,N,,,,,,Y,N,,N,,N,,,,,N,,Individual septic tanks,Y,,N,,27,1,27,1,0,0,0,0,N,N,New water source and new distribution system.,Water,100000,,,"Local community is lacking in financial, managerial, and technical capacity.",Y,"Financial, managerial, technical",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70417.23596,248293966.4
23,Buckhorn,P1R350025,New Mexico,NM,Grant,BBER,Buckhorn,,,,,Purple,2,Y,0,80,200,Private Wells,N,Y,N,,,,,,Y,N,,N,,N,,,,,N,,Individual septic tanks,Y,,N,,200,1,200,1,0,0,0,0,N,N,New water source and new distribution system.,Water,550000,,,"Local community is lacking in financial, managerial, and technical capacity.",Y,"Financial, managerial, technical",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22695.24733,17127558.95
24,Faywood,P1R350038,New Mexico,NM,Grant,BBER,Faywood,,,,,Purple,2,Y,0,33,102,Private Wells,N,Y,N,,,,,,Y,N,,N,,N,,,,,N,,Individual septic systems,Y,,N,,102,1,102,1,0,0,0,0,N,N,New water source and new distribution system.,Water,300000,,,"Local community is lacking in financial, managerial, and technical capacity.",Y,"Financial, managerial, technical",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61300.54946,115935359.7
25,Gila Hot Springs,P1R350043,New Mexico,NM,Grant,BBER,Gila Hot Springs,,,,,Purple,2,Y,0,8,22,Private Wells,N,Y,N,,,,,,Y,N,,N,,N,,,,,N,,Individual septic systems,Y,,N,,22,1,22,1,0,0,0,0,N,N,New water source and new distribution system.,Water,100000,,,"Local community is lacking in financial, managerial, and technical capacity.",Y,"Financial, managerial, technical",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35062.2601,42436893.99
26,Mule Creek,P1R350059,New Mexico,NM,Grant,BBER,Mule Creek,,,,,Purple,2,Y,0,14,20,Private Wells,N,Y,N,,,,,,Y,N,,N,,N,,,,,N,,Individual septic tanks,Y,,N,,20,1,20,1,0,0,0,0,N,N,New water source and new distribution system.,Water,100000,,,"Local community is lacking in financial, managerial, and technical capacity.",Y,"Financial, managerial, technical",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141409.111,442799795.2
27,Redrock,P1R350067,New Mexico,NM,Grant,BBER,Redrock,,,,,Purple,2,Y,0,18,45,Private Wells,N,Y,N,,,,,,Y,N,,N,,N,,,,,N,,Individual septic systems,Y,,N,,45,1,45,1,0,0,0,0,N,N,New water source and new distribution system.,Water,100000,,,"Local community is lacking in financial, managerial, and technical capacity.",Y,"Financial, managerial, technical",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235684.6935,805832151.7
28,San Juan,P1R350073,New Mexico,NM,Grant,BBER,San Juan,,,,,Purple,2,Y,0,38,91,Private Wells,N,Y,N,,,,,,Y,N,,N,,N,,,,,N,,Individual septic systems,Y,,N,,91,1,91,1,0,0,0,0,N,N,New water source and new distribution system.,Water,210000,,,"Local community is lacking in financial, managerial, and technical capacity.",Y,"Financial, managerial, technical",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175444.6645,543010521.8
29,San Lorenzo,P1R350074,New Mexico,NM,Grant,BBER,San Lorenzo,,,,,Purple,2,Y,0,39,98,Private Wells,N,Y,N,,,,,,Y,N,,N,,N,,,,,N,,Individual septic systems,Y,,N,,98,1,98,1,0,0,0,0,N,N,New water source and new distribution system.,Water,243000,,,"Local community is lacking in financial, managerial, and technical capacity.",Y,"Financial, managerial, technical",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22934.01765,15511159.44
30,Whitewater,P1R350089,New Mexico,NM,Grant,BBER,Whitewater,,,,,Purple,2,Y,0,5,12,Private Wells,N,Y,N,,,,,,Y,N,,N,,N,,,,,N,,Individual septic systems,N,,N,,12,1,12,1,0,0,0,0,N,N,New water source and new distribution system; new wastewater treatment system.,Combination,200000,,,"Local community is lacking in financial, managerial, and technical capacity.",Y,"Financial, managerial, technical",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75623.05261,99587979.29
31,Luna,P1R350011,New Mexico,NM,Catron,BBER,Luna,,,,,Purple,2,Y,38,38,121,Private Wells,N,Y,N,,,,,,Y,N,,N,,N,,,,,N,,Private septic tanks,Y,,N,,121,1,121,1,0,0,0,0,N,N,New water source and new distribution system.,Water,295000,,,"Local community is lacking in financial, managerial, and technical capacity.",Y,"Financial, managerial, technical","Low customer base, high cost, low capacity",FLETCHER,KATE,County,INTERIM COUNTY MANAGER,CATRON COUNTY,kate.fletcher@catroncountynm.gov,,RESERVE,NM,87830,(575) 533-6423,,,,,,,,,,,,,,,,,,,,,,,,,39418.90367,29965363.78
32,Mogollon,P1R350013,New Mexico,NM,Catron,BBER,Mogollon,,,,,Purple,2,Y,23,6,15,Private Wells,N,Y,N,,,,,,Y,N,,N,,N,,,,,N,,Private septic tanks,Y,,N,,15,1,15,1,0,0,0,0,N,N,New water source and new distribution system.,Water,100000,,,"Local community is lacking in financial, managerial, and technical capacity.",Y,"Financial, managerial, technical","Low customer base, high cost, low capacity",FLETCHER,KATE,County,INTERIM COUNTY MANAGER,CATRON COUNTY,kate.fletcher@catroncountynm.gov,,RESERVE,NM,87830,(575) 533-6423,,,,,,,,,,,,,,,,,,,,,,,,,95020.74274,202412371.7
37,Alma,P1R350001,New Mexico,NM,Catron,BBER,Alma,,,,,Purple,2,Y,40,40,80,Private Wells,N,Y,N,,,,,,Y,N,,N,,N,,,,,N,,Private septic tanks,Y,,N,,80,1,80,1,0,0,0,0,N,N,"Plan, design and construction of a water system to include well, distribution and storage",Water,1975000,10000,Higher,"This community needs to develop the financial, technical and managerial capacity to develop, manage and operate a public utility",Y,Develop TMF capacity,"Lack of capacity to develop, manage and operate a public utility",FLETCHER,KATE,County,INTERIM COUNTY MANAGER,CATRON COUNTY,kate.fletcher@catroncountynm.gov,,RESERVE,NM,87830,(575) 533-6423,,,,,,,,,,,,,,,,,,,,,,,,,20584.70044,10505434.36
38,Beaverhead,P1R350005,New Mexico,NM,Catron,BBER,Beaverhead,,,,,Purple,2,Y,0,6,15,Private Wells,N,Y,N,,,,,,Y,N,,N,,N,,,,,N,,Private septic tanks,Y,,N,,15,1,15,1,0,0,0,0,N,N,"Plan, design and construction of a water system to include well, distribution and storage",Water,500000,10000,Higher,"This community needs to develop the financial, technical and managerial capacity to develop, manage and operate a public utility",Y,Develop TMF capacity,"Lack of capacity to develop, manage and operate a public utility",FLETCHER,KATE,County,INTERIM COUNTY MANAGER,CATRON COUNTY,kate.fletcher@catroncountynm.gov,,RESERVE,NM,87830,(575) 533-6423,,,,,,,,,,,,,,,,,,,,,,,,,76212.31867,162616444.5
46,Willow Creek,P1R350018,New Mexico,NM,Catron,BBER,Willow Creek,,,,,Purple,2,Y,45,0,45,Private Wells,N,Y,N,,,,,,N,N,,N,,N,,,,,N,,Private septic tanks,Y,,N,,45,1,45,1,0,0,0,0,N,N,This community is seasonal. There are no full time residents occupying it. Needs new public water supply.,Water,100000,,,"Local community is lacking in financial, managerial, and technical capacity.",Y,"Financial, managerial, technical","Low customer base, high cost, low capacity",DE LA GARZA,OLIVER,Agency,OMBUDSMAN,TX SECRETARY OF STATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272912.5049,1454168662
52,Carlisle,P1R350027,New Mexico,NM,Grant,BBER,Carlisle,,,,,Gray,5,Y,0,0,13,,N,N,N,,,,,,N,N,,N,,N,,,,,N,,,N,,N,,0,0,0,0,0,0,0,0,N,N,,,0,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74201.31334,90313763.81
53,Sacramento,P1R350104,New Mexico,NM,Otero,BBER,Sacramento,,,,,Gray,5,Y,0,0,74,,N,N,N,,,,,,N,N,,N,,N,,,,,N,,,N,,N,,0,0,0,0,0,0,0,0,N,N,,,0,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62903.6716,76594268.72
54,Separ,P1R350080,New Mexico,NM,Grant,BBER,Separ,,,,,Gray,5,Y,0,0,16,,N,N,N,,,,,,N,N,,N,,N,,,,,N,,,N,,N,,0,0,0,0,0,0,0,0,N,N,,,0,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114580.7112,268709901
65,Glenwood,P1R350008,New Mexico,NM,Catron,BBER,Glenwood,,,,,Red,1,Y,0,239,597,Private Wells,N,Y,N,,,,,N,N,N,The water table in the area has droppped due to drought. Some wells have dried up.,N,,N,,,,,N,,Private Septic Systems,N,Septic tanks have been installed without appropriate permits and may or may not be operating properly.,N,,597,1,597,1,0,0,0,0,N,N,"Plan, design, construct water and wastewater systems",Combination,7400000," $15,000.00 WW $10,000.00 W ",state avg,"This community needs to develop the financial, technical and managerial capacity to develop, manage and operate a public utility",Y,Develop TMF capacity,Capacity and funding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12480.46709,5736771.671
66,Bent,P1R350094,New Mexico,NM,Otero,BBER,Bent,,,,,Purple,2,Y,40,40,119,Private Wells,N,Y,N,,,TULAROSA WATER SYSTEM,DW234,N,U,U,,N,,N,,,TULAROSA,WW070,N,,Individual septic systems,N,Unk,N,,119,1,119,1,0,0,0,0,N,N,Water and Wastewater infrastructure dev.,Combination,1000000," $15,000 WW $10,000 W ",state avg,Community does not have any capacity at all,Y,Develop capacity,Lack of community capacity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84193.50624,181002527.8
67,Pleasanton,P1R350014,New Mexico,NM,Catron,BBER,Pleasanton,,,,,Purple,2,Y,0,40,90,Private Wells,N,Y,N,,,,,,Y,N,,N,,N,,,,,N,,Private septic tanks,Y,,N,,90,1,90,1,0,0,0,0,N,N,New water source and new distribution system.,Water,245000,,,"Local community is lacking in financial, managerial, and technical capacity.",Y,"Financial, managerial, technical","Low customer base, high cost, low capacity",FLETCHER,KATE,County,INTERIM COUNTY MANAGER,CATRON COUNTY,kate.fletcher@catroncountynm.gov,,RESERVE,NM,87830,(575) 533-6423,,,,,,,,,,,,,,,,,,,,,,,,,21484.00238,9372397.802
71,Hueco Mountain Estates #7,P1R480311,Texas,TX,El Paso,TXAG,Hueco Mountain Estates #7,Hueco Mountain,,,M0710135,Red,1,Y,176,43,129,Hauling,Y,N,N,,,EAST MONTANA WATER SYSTEM,DW088,hauling water,N,N,hauling water,Y,hauling water,N,,,,,N,,onsite,P,,N,,129,1,129,1,0,0,0,0,N,N,"Estimate to extend EMWS water from 2003 El Paso County Master Plan study for DW, CU increased $29m estimate to 2015 $.",Water,37500000,164474,,See Utility Capacity,Y,TA to review feasibility of smaller scope alternatives to the larger El Paso Master Plan 2003 alternatives,"Too sparsely populated, not yet feasible projects.",ALSARRAJ,MUNZER,Utility,INFRASTRUCTURE PROGRAM MANAGER,"COUNTY OF EL PASO, PUBLIC WORKS",,800 E OVERLAND STE. 200,EL PASO,TX,79901,(915) 543-3845,,Estimate to extend EP CO East Montana water from 2003 El Paso County Master Plan study for DW. CU increased $29m estimate to 2015 $.,,,,,,,,,,,,,,,,,,,,,,,6280.974258,2052032.562
72,Wilco,P1R480468,Texas,TX,El Paso,TXAG,Wilco,Wilco Estates,,,M0710293,Red,1,Y,5736,4,12,Hauling,Y,N,N,,,EAST MONTANA WATER SYSTEM,DW088,hauling water,N,N,hauling water,Y,hauling water,N,,,,,N,,onsite,U,,N,,12,1,12,1,0,0,0,0,N,N,"Estimate to extend EMWS water from 2003 El Paso County Master Plan study for DW, CU increased $29m estimate to 2015 $.",Water,37500000,164474,,See Utility Capacity,Y,TA to review feasibility of smaller scope alternatives to the larger El Paso Master Plan 2003 alternatives,"Too sparsely populated, not yet feasible projects.",ALSARRAJ,MUNZER,Utility,INFRASTRUCTURE PROGRAM MANAGER,"COUNTY OF EL PASO, PUBLIC WORKS",,800 E OVERLAND STE. 200,EL PASO,TX,79901,(915) 543-3845,,Estimate to extend EP CO East Montana water from 2003 El Paso County Master Plan study for DW. CU increased $29m estimate to 2015 $.,,,,,,,,,,,,,,,,,,,,,,,22563.05006,12215385.48
73,Hueco Mountain Estates #6,P1R480310,Texas,TX,El Paso,TXAG,Hueco Mountain Estates #6,Hueco Mountain,,,M0710134,Red,1,Y,84,12,36,Hauling,Y,N,N,,,EAST MONTANA WATER SYSTEM,DW088,hauling water,N,N,hauling water,Y,hauling water,N,,,,,N,,onsite,P,,N,,36,1,36,1,0,0,0,0,N,N,"Estimate to extend EMWS water from 2003 El Paso County Master Plan study for DW, CU increased $29m estimate to 2015 $.",Water,37500000,164474,,See Utility Capacity,Y,TA to review feasibility of smaller scope alternatives to the larger El Paso Master Plan 2003 alternatives,"Too sparsely populated, not yet feasible projects.",ALSARRAJ,MUNZER,Utility,INFRASTRUCTURE PROGRAM MANAGER,"COUNTY OF EL PASO, PUBLIC WORKS",,800 E OVERLAND STE. 200,EL PASO,TX,79901,(915) 543-3845,,Estimate to extend EP CO East Montana water from 2003 El Paso County Master Plan study for DW. CU increased $29m estimate to 2015 $.,,,,,,,,,,,,,,,,,,,,,,,7204.159057,2870130.153
