objectid,col_name,col_uid,st_name,st_abb,cnty_name,datasource,src_name,alt_name,alt_name2,alt_name3,mnumber,color_clas,tot_prisco,rec_complt,numlots,numoccupie,estimatedp,wtr_srcdes,wtr_hauled,priv_wells,wc_exists,wc_wtrcomm,dwuid,wc_nearwcom,dwuid_near,os_otrsupp,is_srcadeq,wc_adeq,wc_adeqdes,wc_hlth,wc_hlthdes,ww_public,ww_wwcomm,wwuid,ww_nearwwcom,wwuid_near,ww_prvser,ww_prvnm,ww_other,ww_adeq,ww_adeqdes,ww_hlth,ww_hlthdes,ppl_nowat,ppl_nowat_r,ppl_noww,ppl_noww_r,ppl_yeswat,ppl_yeswat_r,ppl_yesww,ppl_yesww_r,allpotable,infloodp,fac_propos,fac_type,fac_cst,fac_avgcst,fac_capcst,fac_comcap,fac_ta,fac_tades,fac_feasib,con_last,con_first,con_type,con_title,con_org,con_email,con_add,con_city,con_state,con_zip,con_phone,con_mobile,con_notes,con_last2,con_first2,con_type2,con_title2,con_org2,con_email2,con_add2,con_city2,con_state2,con_zip2,con_phone2,con_mobil2,con_notes2,created_user,created_date,last_edited_user,last_edited_date,fy2018_project,fy2019_project,fy2020_project,fy2021_project,fy2022_project,Unnamed: 98,Unnamed: 99
307,Frank-Anita Estates,P1R480278,Texas,TX,El Paso,TXAG,Frank-Anita Estates,,,,M0710102,Blue,4,Y,60,60,146,Public Water System,N,N,Y,LOWER VALLEY WATER DISTRICT,DW142,,,,Y,Y,,N,,Y,LOWER VALLEY WATER DISTRICT,WW120,,,N,,,Y,,N,,0,0,0,0,146,1,146,1,Y,N,,,0,,,,N,,,TREJO,SAUL,Utility,DISTRICT ENGINEER,LOWER VALLEY WATER DISTRICT,,1557 FM 1110 RD.,CLINT,TX,79836,(915) 791-4480,,,,,,,,,,,,,,,,,,,,,,,,,1703.575518,79599.77226
308,Las Aves,P1R480329,Texas,TX,El Paso,TXAG,Las Aves,,,,M0710152,Blue,4,Y,51,51,163,Public Water System,N,N,Y,LOWER VALLEY WATER DISTRICT,DW142,,,,Y,Y,,N,,Y,LOWER VALLEY WATER DISTRICT,WW120,,,N,,,Y,,N,,0,0,0,0,163,1,163,1,Y,N,,,0,,,,N,,,TREJO,SAUL,Utility,DISTRICT ENGINEER,LOWER VALLEY WATER DISTRICT,,1557 FM 1110 RD.,CLINT,TX,79836,(915) 791-4480,,,,,,,,,,,,,,,,,,,,,,,,,1840.014348,117048.6937
309,Colonia De Las Azaleas #3,P1R480231,Texas,TX,El Paso,TXAG,Colonia De Las Azaleas #3,,,,M0710057,Blue,4,Y,204,36,148,Public Water System,N,N,Y,LOWER VALLEY WATER DISTRICT,DW142,,,,Y,Y,,N,,Y,LOWER VALLEY WATER DISTRICT,WW120,,,N,,,Y,,N,,0,0,0,0,148,1,148,1,Y,N,,,0,,,,N,,,TREJO,SAUL,Utility,DISTRICT ENGINEER,LOWER VALLEY WATER DISTRICT,,1557 FM 1110 RD.,CLINT,TX,79836,(915) 791-4480,,,,,,,,,,,,,,,,,,,,,,,,,2285.723687,169550.9506
310,Alvarez,P1R480189,Texas,TX,El Paso,TXAG,Alvarez,,,,M0710014,Blue,4,Y,7,5,15,Public Water System,N,N,Y,LOWER VALLEY WATER DISTRICT,DW142,,,,Y,Y,,N,,Y,LOWER VALLEY WATER DISTRICT,WW120,,,N,,,Y,,N,,0,0,0,0,15,1,15,1,Y,N,,,0,,,,N,,,TREJO,SAUL,Utility,DISTRICT ENGINEER,LOWER VALLEY WATER DISTRICT,,1557 FM 1110 RD.,CLINT,TX,79836,(915) 791-4480,,,,,,,,,,,,,,,,,,,,,,,,,965.0049142,36292.54119
311,Rio Pasado Estates,P1R480407,Texas,TX,El Paso,TXAG,Rio Pasado Estates,,,,M0710229,Blue,4,Y,41,26,108,Public Water System,N,N,Y,LOWER VALLEY WATER DISTRICT,DW142,,,,Y,Y,,N,,Y,LOWER VALLEY WATER DISTRICT,WW120,,,N,,,Y,,N,,0,0,0,0,108,1,108,1,Y,N,,,0,,,,N,,,TREJO,SAUL,Utility,DISTRICT ENGINEER,LOWER VALLEY WATER DISTRICT,,1557 FM 1110 RD.,CLINT,TX,79836,(915) 791-4480,,,,,,,,,,,,,,,,,,,,,,,,,2108.720421,195946.3508
312,Colonia De Las Azaleas #2,P1R480230,Texas,TX,El Paso,TXAG,Colonia De Las Azaleas #2,,,,M0710056,Blue,4,Y,75,196,770,Public Water System,N,N,Y,LOWER VALLEY WATER DISTRICT,DW142,,,,Y,Y,,N,,Y,LOWER VALLEY WATER DISTRICT,WW120,,,N,,,Y,,N,,0,0,0,0,770,1,770,1,Y,N,,,0,,,,N,,,TREJO,SAUL,Utility,DISTRICT ENGINEER,LOWER VALLEY WATER DISTRICT,,1557 FM 1110 RD.,CLINT,TX,79836,(915) 791-4480,,,,,,,,,,,,,,,,,,,,,,,,,3078.878665,558939.3652
313,Plaza Bernal,P1R480394,Texas,TX,El Paso,TXAG,Plaza Bernal,,,,M0710216,Blue,4,Y,76,76,304,Public Water System,N,N,Y,LOWER VALLEY WATER DISTRICT,DW142,,,,Y,Y,,N,,Y,LOWER VALLEY WATER DISTRICT,WW120,,,N,,,Y,,N,,0,0,0,0,304,1,304,1,Y,N,,,0,,,,N,,,TREJO,SAUL,Utility,DISTRICT ENGINEER,LOWER VALLEY WATER DISTRICT,,1557 FM 1110 RD.,CLINT,TX,79836,(915) 791-4480,,,,,,,,,,,,,,,,,,,,,,,,,1486.592707,136302.8302
314,Camino Barrial,P1R480216,Texas,TX,El Paso,TXAG,Camino Barrial,,,,M0710041,Blue,4,Y,10,8,24,Public Water System,N,N,Y,LOWER VALLEY WATER DISTRICT,DW142,,,,Y,Y,,N,,Y,LOWER VALLEY WATER DISTRICT,WW120,,,N,,,Y,,N,,0,0,0,0,24,1,24,1,Y,N,,,0,,,,N,,,TREJO,SAUL,Utility,DISTRICT ENGINEER,LOWER VALLEY WATER DISTRICT,,1557 FM 1110 RD.,CLINT,TX,79836,(915) 791-4480,,,,,,,,,,,,,,,,,,,,,,,,,2135.931326,14567.36879
315,Wilbourn Addition,P1R480467,Texas,TX,El Paso,TXAG,Wilbourn Addition,,,,M0710288,Blue,4,Y,24,9,34,Public Water System,N,N,Y,LOWER VALLEY WATER DISTRICT,DW142,,,,Y,Y,,N,,Y,LOWER VALLEY WATER DISTRICT,WW120,,,N,,,Y,,N,,0,0,0,0,34,1,34,1,Y,N,,,0,,,,N,,,TREJO,SAUL,Utility,DISTRICT ENGINEER,LOWER VALLEY WATER DISTRICT,,1557 FM 1110 RD.,CLINT,TX,79836,(915) 791-4480,,,,,,,,,,,,,,,,,,,,,,,,,987.854448,44831.44948
316,Colonia De Las Dalias,P1R480232,Texas,TX,El Paso,TXAG,Colonia De Las Dalias,,,,M0710058,Blue,4,Y,47,47,220,Public Water System,N,N,Y,LOWER VALLEY WATER DISTRICT,DW142,,,,Y,Y,,N,,Y,LOWER VALLEY WATER DISTRICT,WW120,,,N,,,Y,,N,,0,0,0,0,220,1,220,1,Y,N,,,0,,,,N,,,TREJO,SAUL,Utility,DISTRICT ENGINEER,LOWER VALLEY WATER DISTRICT,,1557 FM 1110 RD.,CLINT,TX,79836,(915) 791-4480,,,,,,,,,,,,,,,,,,,,,,,,,3106.473481,217771.644
317,Colonia De Las Azaleas,P1R480229,Texas,TX,El Paso,TXAG,Colonia De Las Azaleas,,,,M0710055,Blue,4,Y,64,70,257,Public Water System,N,N,Y,LOWER VALLEY WATER DISTRICT,DW142,,,,Y,Y,,N,,Y,LOWER VALLEY WATER DISTRICT,WW120,,,N,,,Y,,N,,0,0,0,0,257,1,257,1,Y,N,,,0,,,,N,,,TREJO,SAUL,Utility,DISTRICT ENGINEER,LOWER VALLEY WATER DISTRICT,,1557 FM 1110 RD.,CLINT,TX,79836,(915) 791-4480,,,,,,,,,,,,,,,,,,,,,,,,,2364.745302,278322.3299
318,Gloria Elena,P1R480283,Texas,TX,El Paso,TXAG,Gloria Elena,,,,M0710107,Blue,4,Y,34,34,70,Public Water System,N,N,Y,LOWER VALLEY WATER DISTRICT,DW142,,,,Y,Y,,N,,Y,LOWER VALLEY WATER DISTRICT,WW120,,,N,,,Y,,N,,0,0,0,0,70,1,70,1,Y,N,,,0,,,,N,,,TREJO,SAUL,Utility,DISTRICT ENGINEER,LOWER VALLEY WATER DISTRICT,,1557 FM 1110 RD.,CLINT,TX,79836,(915) 791-4480,,,,,,,,,,,,,,,,,,,,,,,,,1872.034276,120495.6944
319,Sylvia Andrea,P1R480438,Texas,TX,El Paso,TXAG,Sylvia Andrea,,,,M0710260,Blue,4,Y,53,45,184,Public Water System,N,N,Y,LOWER VALLEY WATER DISTRICT,DW142,,,,Y,Y,,N,,Y,LOWER VALLEY WATER DISTRICT,WW120,,,N,,,Y,,N,,0,0,0,0,184,1,184,1,Y,N,,,0,,,,N,,,TREJO,SAUL,Utility,DISTRICT ENGINEER,LOWER VALLEY WATER DISTRICT,,1557 FM 1110 RD.,CLINT,TX,79836,(915) 791-4480,,,,,,,,,,,,,,,,,,,,,,,,,2418.492974,174462.5994
320,Colonia del Rio #1,P1R480235,Texas,TX,El Paso,TXAG,Colonia del Rio #1,,,,M0710061,Blue,4,Y,52,52,206,Public Water System,N,N,Y,LOWER VALLEY WATER DISTRICT,DW142,,,,Y,Y,,N,,Y,LOWER VALLEY WATER DISTRICT,WW120,,,N,,,Y,,N,,0,0,0,0,206,1,206,1,Y,N,,,0,,,,N,,,TREJO,SAUL,Utility,DISTRICT ENGINEER,LOWER VALLEY WATER DISTRICT,,1557 FM 1110 RD.,CLINT,TX,79836,(915) 791-4480,,,,,,,,,,,,,,,,,,,,,,,,,1729.816131,194301.5706
321,Colonia del Rio #2,P1R480236,Texas,TX,El Paso,TXAG,Colonia del Rio #2,,,,M0710062,Blue,4,Y,16,16,61,Public Water System,N,N,Y,LOWER VALLEY WATER DISTRICT,DW142,,,,Y,Y,,N,,Y,LOWER VALLEY WATER DISTRICT,WW120,,,N,,,Y,,N,,0,0,0,0,61,1,61,1,Y,N,,,0,,,,N,,,TREJO,SAUL,Utility,DISTRICT ENGINEER,LOWER VALLEY WATER DISTRICT,,1557 FM 1110 RD.,CLINT,TX,79836,(915) 791-4480,,,,,,,,,,,,,,,,,,,,,,,,,1735.323979,170937.2283
322,Cuna Del Valle,P1R480242,Texas,TX,El Paso,TXAG,Cuna Del Valle,,,,M0710068,Blue,4,Y,127,127,463,Public Water System,N,N,Y,LOWER VALLEY WATER DISTRICT,DW142,,,,Y,Y,,N,,Y,LOWER VALLEY WATER DISTRICT,WW120,,,N,,,Y,,N,,0,0,0,0,463,1,463,1,Y,N,,,0,,,,N,,,TREJO,SAUL,Utility,DISTRICT ENGINEER,LOWER VALLEY WATER DISTRICT,,1557 FM 1110 RD.,CLINT,TX,79836,(915) 791-4480,,,,,,,,,,,,,,,,,,,,,,,,,2952.310736,415152.7538
323,Colonia del Rio #3,P1R480237,Texas,TX,El Paso,TXAG,Colonia del Rio #3,,,,M0710063,Blue,4,Y,19,35,142,Public Water System,N,N,Y,LOWER VALLEY WATER DISTRICT,DW142,,,,Y,Y,,N,,Y,LOWER VALLEY WATER DISTRICT,WW120,,,N,,,Y,,N,,0,0,0,0,142,1,142,1,Y,N,,,0,,,,N,,,TREJO,SAUL,Utility,DISTRICT ENGINEER,LOWER VALLEY WATER DISTRICT,,1557 FM 1110 RD.,CLINT,TX,79836,(915) 791-4480,,,,,,,,,,,,,,,,,,,,,,,,,2488.816405,353629.5254
324,Las Pampas #1,P1R480337,Texas,TX,El Paso,TXAG,Las Pampas #1,,,,M0710160,Blue,4,Y,162,162,360,Public Water System,N,N,Y,LOWER VALLEY WATER DISTRICT,DW142,,,,Y,Y,,N,,Y,LOWER VALLEY WATER DISTRICT,WW120,,,N,,,Y,,N,,0,0,0,0,360,1,360,1,Y,N,,,0,,,,N,,,TREJO,SAUL,Utility,DISTRICT ENGINEER,LOWER VALLEY WATER DISTRICT,,1557 FM 1110 RD.,CLINT,TX,79836,(915) 791-4480,,,,,,,,,,,,,,,,,,,,,,,,,3847.583038,323396.5446
325,Las Pampas #2,P1R480338,Texas,TX,El Paso,TXAG,Las Pampas #2,,,,M0710161,Blue,4,Y,50,50,111,Public Water System,N,N,Y,LOWER VALLEY WATER DISTRICT,DW142,,,,Y,Y,,N,,Y,LOWER VALLEY WATER DISTRICT,WW120,,,N,,,Y,,N,,0,0,0,0,111,1,111,1,Y,N,,,0,,,,N,,,TREJO,SAUL,Utility,DISTRICT ENGINEER,LOWER VALLEY WATER DISTRICT,,1557 FM 1110 RD.,CLINT,TX,79836,(915) 791-4480,,,,,,,,,,,,,,,,,,,,,,,,,2804.676015,193766.1502
326,Las Pampas #3,P1R480339,Texas,TX,El Paso,TXAG,Las Pampas #3,,,,M0710162,Blue,4,Y,20,20,45,Public Water System,N,N,Y,LOWER VALLEY WATER DISTRICT,DW142,,,,Y,Y,,N,,Y,LOWER VALLEY WATER DISTRICT,WW120,,,N,,,Y,,N,,0,0,0,0,45,1,45,1,Y,N,,,0,,,,N,,,TREJO,SAUL,Utility,DISTRICT ENGINEER,LOWER VALLEY WATER DISTRICT,,1557 FM 1110 RD.,CLINT,TX,79836,(915) 791-4480,,,,,,,,,,,,,,,,,,,,,,,,,2064.442803,143231.5559
327,Las Pampas #4,P1R480340,Texas,TX,El Paso,TXAG,Las Pampas #4,,,,M0710163,Blue,4,Y,20,20,45,Public Water System,N,N,Y,LOWER VALLEY WATER DISTRICT,DW142,,,,Y,Y,,N,,Y,LOWER VALLEY WATER DISTRICT,WW120,,,N,,,Y,,N,,0,0,0,0,45,1,45,1,Y,N,,,0,,,,N,,,TREJO,SAUL,Utility,DISTRICT ENGINEER,LOWER VALLEY WATER DISTRICT,,1557 FM 1110 RD.,CLINT,TX,79836,(915) 791-4480,,,,,,,,,,,,,,,,,,,,,,,,,1722.526875,146165.709
328,Cotton Valley Estates,P1R480239,Texas,TX,El Paso,TXAG,Cotton Valley Estates,,,,M0710065,Blue,4,Y,87,72,221,Public Water System,N,N,Y,LOWER VALLEY WATER DISTRICT,DW142,,,,Y,Y,,N,,N,,,LOWER VALLEY WATER DISTRICT,WW120,N,,,Y,,N,,0,0,221,1,221,1,0,0,Y,N,,,0,,,,N,,,TREJO,SAUL,Utility,DISTRICT ENGINEER,LOWER VALLEY WATER DISTRICT,,1557 FM 1110 RD.,CLINT,TX,79836,(915) 791-4480,,Good Septics. Check BECC Planning studies.,,,,,,,,,,,,,,,,,,,,,,,2499.810229,250655.8683
329,Quail Mesa,P1R480400,Texas,TX,El Paso,TXAG,Quail Mesa,,,,M0710222,Blue,4,Y,16,3,9,Public Water System,N,N,Y,LOWER VALLEY WATER DISTRICT,DW142,,,,Y,Y,,N,,N,,,LOWER VALLEY WATER DISTRICT,WW120,N,,,Y,,N,,0,0,9,1,9,1,0,0,Y,N,,,0,,,,N,,,TREJO,SAUL,Utility,DISTRICT ENGINEER,LOWER VALLEY WATER DISTRICT,,1557 FM 1110 RD.,CLINT,TX,79836,(915) 791-4480,,partial wells in OAG note,,,,,,,,,,,,,,,,,,,,,,,1491.366322,127314.6087
330,Bejar Estates,P1R480199,Texas,TX,El Paso,TXAG,Bejar Estates,,,,M0710024,Blue,4,Y,45,37,98,Public Water System,N,N,Y,LOWER VALLEY WATER DISTRICT,DW142,,,,Y,Y,,N,,N,,,LOWER VALLEY WATER DISTRICT,WW120,N,,,Y,,N,,0,0,98,1,98,1,0,0,Y,N,,,0,,,,N,,,TREJO,SAUL,Utility,DISTRICT ENGINEER,LOWER VALLEY WATER DISTRICT,,1557 FM 1110 RD.,CLINT,TX,79836,(915) 791-4480,,Good working septics,,,,,,,,,,,,,,,,,,,,,,,1919.863945,194186.2636
331,Dindinger Road,P1R480255,Texas,TX,El Paso,TXAG,Dindinger Road,,,,M0710080,Blue,4,Y,83,83,249,Public Water System,N,N,Y,LOWER VALLEY WATER DISTRICT,DW142,,,,Y,Y,,N,,N,,,LOWER VALLEY WATER DISTRICT,WW120,N,,,Y,,N,,0,0,249,1,249,1,0,0,Y,N,,,0,,,,N,,,TREJO,SAUL,Utility,DISTRICT ENGINEER,LOWER VALLEY WATER DISTRICT,,1557 FM 1110 RD.,CLINT,TX,79836,(915) 791-4480,,Partial DW along S half of road. May have adequate septics.,,,,,,,,,,,,,,,,,,,,,,,3832.472665,28073.05562
332,Madrilena,P1R480347,Texas,TX,El Paso,TXAG,Madrilena,,,,M0710170,Blue,4,Y,22,22,63,Public Water System,N,N,Y,LOWER VALLEY WATER DISTRICT,DW142,,,,Y,Y,,N,,N,,,LOWER VALLEY WATER DISTRICT,WW120,N,,,Y,,N,,0,0,63,1,63,1,0,0,Y,N,,,0,,,,N,,,TREJO,SAUL,Utility,DISTRICT ENGINEER,LOWER VALLEY WATER DISTRICT,,1557 FM 1110 RD.,CLINT,TX,79836,(915) 791-4480,,GOOD SEPTIC TANKS PER CO OSSF,,,,,,,,,,,,,,,,,,,,,,,968.4284922,53115.64531
334,Sierra Blanca,P1R481401,Texas,TX,Hudspeth,TXAG,Sierra Blanca,,,,M1150005,Purple,2,Y,350,217,700,Public Water System,P,N,Y,HUDSPETH COUNTY WCID 1,DW123,,,,N,Y,,Y,"30-40 Customers from Sunset Ranch, 18 mi. to North, have accounts and purchase water from a water hauling/take point from the district.",Y,HUDSPETH COUNTY WCID 1,WW126,,,N,,,Y,,N,,0,0,0,0,700,1,700,1,N,N,Need to add 1-2 storage tanks. Estimate of $5-6 million total project needs 5 years ago. Concerns about 38 miles transmission line from water source. No generator.,Water,6000000,,,See Utility Capacity,Y,T/A Support for capital improvement plan prioritization and funding.,,MARQUEZ,MACARIO,Utility,GENERAL MANAGER,HUDSPETH COUNTY WCID#1,mac10@valornet.com,101 N SIERRA BLANCA AVE.,SIERRA BLANCA,TX,79851,(915) 369-2221,,,,,,,,,,,,,,,,,,,,,,,,,25076.09087,17453506.5
335,Vista Larga,P1R480455,Texas,TX,El Paso,TXAG,Vista Larga,,,,M0710277,Purple,2,Y,104,15,45,Public Water System,N,N,Y,LOWER VALLEY WATER DISTRICT,DW142,,,,Y,Y,,N,,N,,,LOWER VALLEY WATER DISTRICT,WW120,N,,"outhouses, septic",P,,N,,0,0,45,1,45,1,0,0,Y,N,CU projected cost for septic replacement if needed given lot sizes.,Wastewater,150000,,,See Utility Capacity,N,,,TREJO,SAUL,Utility,DISTRICT ENGINEER,LOWER VALLEY WATER DISTRICT,,1557 FM 1110 RD.,CLINT,TX,79836,(915) 791-4480,,Sandhills USDA First time DW project complete 2014. Review lot size re. OSSF adequacy.,,,,,,,,,,,,,,,,,,,,,,,3760.605166,334063.1888
336,Eubanks #3,P1R480272,Texas,TX,El Paso,TXAG,Eubanks #3,,,,M0710096,Blue,4,Y,0,25,77,Public Water System,N,N,Y,LOWER VALLEY WATER DISTRICT,DW142,,,,Y,Y,,N,,Y,LOWER VALLEY WATER DISTRICT,WW120,,,N,,,Y,,N,,0,0,0,0,77,1,77,1,Y,N,,,0,,,,N,,,TREJO,SAUL,Utility,DISTRICT ENGINEER,LOWER VALLEY WATER DISTRICT,,1557 FM 1110 RD.,CLINT,TX,79836,(915) 791-4480,,,,,,,,,,,,,,,,,,,,,,,,,1764.761483,185210.6653
338,Rio Grande Estates,P1R480406,Texas,TX,El Paso,TXAG,Rio Grande Estates,,,,M0710228,Blue,4,Y,36,1,3,Public Water System,N,N,Y,LOWER VALLEY WATER DISTRICT,DW142,,,,Y,Y,,N,,N,,,LOWER VALLEY WATER DISTRICT,WW120,N,,onsite,Y,,N,,0,0,3,1,3,1,0,0,Y,N,,,0,,,,N,,,TREJO,SAUL,Utility,DISTRICT ENGINEER,LOWER VALLEY WATER DISTRICT,,1557 FM 1110 RD.,CLINT,TX,79836,(915) 791-4480,,LVWD at road. Assume one house has service or is connection issue. Acreage adequate for onsite WW.,,,,,,,,,,,,,,,,,,,,,,,2079.1106,209305.3246
339,Dairyland,P1R480243,Texas,TX,El Paso,TXAG,Dairyland,,,,M0710069,Purple,2,Y,116,53,159,Public Water System,N,N,Y,LOWER VALLEY WATER DISTRICT,DW142,,,,Y,Y,,N,,N,,,LOWER VALLEY WATER DISTRICT,WW120,N,,,P,,N,,0,0,159,1,159,1,0,0,Y,N,CU projected cost for septic replacement if needed given lot sizes.,Wastewater,530000,,,See Utility Capacity,N,,,TREJO,SAUL,Utility,DISTRICT ENGINEER,LOWER VALLEY WATER DISTRICT,,1557 FM 1110 RD.,CLINT,TX,79836,(915) 791-4480,,Sandhills USDA First time DW project complete 2014.,,,,,,,,,,,,,,,,,,,,,,,7515.100167,1717867.024
341,Imperial,P1R481473,Texas,TX,Pecos,TXAG,Imperial,,,,M1860006,Blue,4,Y,1714,66,157,Public Water System,N,N,Y,PECOS COUNTY FRESH WATER,DW174,,,,Y,Y,,N,,N,,,,,N,,onsite,Y,,N,,0,0,157,1,157,1,0,0,Y,N,"new distribution 6""; new standpipe",,0,,,,N,,,MARTINEZ,ROY,Utility,UTILITY MANAGER,PECOS COUNTY,,PO BOX 10,FORT STOCKTON,TX,79735,(432) 336-6281,,Almost all septic have been 100% replaced through CDBG grants.,,,,,,,,,,,,,,,,,,,,,,,6460.133814,2620583.166
342,Warren Allen Road,P1R480459,Texas,TX,El Paso,TXAG,Warren Allen Road,,,,M0710280,Purple,2,Y,30,22,66,Public Water System,N,N,Y,LOWER VALLEY WATER DISTRICT,DW142,,,,Y,Y,,N,,Y,LOWER VALLEY WATER DISTRICT,WW120,,,N,,onsite,P,Possible inadequate wastewater per LVWD plan to extend service.,N,,0,0,0,0,66,1,0,0,N,N,CU projected cost for wastewater extension,Wastewater,567600,,,See Utility Capacity,N,,,TREJO,SAUL,Utility,DISTRICT ENGINEER,LOWER VALLEY WATER DISTRICT,,1557 FM 1110 RD.,CLINT,TX,79836,(915) 791-4480,,,,,,,,,,,,,,,,,,,,,,,,,2405.607556,301377.0578
343,Villa Alegre,P1R481402,Texas,TX,Hudspeth,TXAG,Villa Alegre,,,,M1150006,Blue,4,Y,0,0,231,Public Water System,N,N,Y,FORT HANCOCK WCID,DW099,,,,Y,Y,,N,,Y,FORT HANCOCK WCID,WW125,,,N,,,Y,,N,,0,0,0,0,231,1,231,1,Y,N,,,0,,,,N,,,HOLT,JACK,Utility,BOARD PRESIDENT,FORT HANCOCK WCID,,PO BOX 65,FORT HANCOCK,TX,79839,(915) 769-3931,,,,,,,,,,,,,,,,,,,,,,,,,7309.685042,2303477.661
344,Connington Subd.,P1R480238,Texas,TX,El Paso,TXAG,Connington Subd.,,,,M0710064,Purple,2,Y,30,14,51,Public Water System,N,N,Y,LOWER VALLEY WATER DISTRICT,DW142,,,,Y,Y,,N,,N,,,LOWER VALLEY WATER DISTRICT,WW120,N,,onsite,N,"Some lots likely inadequate septic, some should have adequate space for onsite",N,,0,0,51,1,51,1,0,0,Y,N,WW Phase 2 of Cuadrillia-proposed TDA,Wastewater,168735,,,See Utility Capacity,N,,,TREJO,SAUL,Utility,DISTRICT ENGINEER,LOWER VALLEY WATER DISTRICT,,1557 FM 1110 RD.,CLINT,TX,79836,(915) 791-4480,,Phase 2 of Cuadrilla WW project planned,,,,,,,,,,,,,,,,,,,,,,,1204.644065,74244.32565
345,Villalobos Estates,P1R480447,Texas,TX,El Paso,TXAG,Villalobos Estates,,,,M0710269,Blue,4,Y,87,87,332,Public Water System,N,N,Y,LOWER VALLEY WATER DISTRICT,DW142,,,,Y,Y,,N,,Y,LOWER VALLEY WATER DISTRICT,WW120,,,N,,About half the subdivision has sewer; the other half does not.,Y,,N,,0,0,0,0,332,1,0,0,Y,N,,,0,,,,N,,,TREJO,SAUL,Utility,DISTRICT ENGINEER,LOWER VALLEY WATER DISTRICT,,1557 FM 1110 RD.,CLINT,TX,79836,(915) 791-4480,,,,,,,,,,,,,,,,,,,,,,,,,2194.415782,274982.8451
346,Hacienda Real,P1R480289,Texas,TX,El Paso,TXAG,Hacienda Real,,,,M0710113,Blue,4,Y,25,14,42,Public Water System,N,N,Y,LOWER VALLEY WATER DISTRICT,DW142,,,,Y,Y,,N,,N,,,LOWER VALLEY WATER DISTRICT,WW120,N,,onsite,Y,,N,,0,0,42,1,42,1,0,0,Y,Y,,,0,,,,N,,,TREJO,SAUL,Utility,DISTRICT ENGINEER,LOWER VALLEY WATER DISTRICT,,1557 FM 1110 RD.,CLINT,TX,79836,(915) 791-4480,,,,,,,,,,,,,,,,,,,,,,,,,1960.726083,177210.9782
347,Colonia De Las Dalias #2,P1R480233,Texas,TX,El Paso,TXAG,Colonia De Las Dalias #2,,,,M0710059,Blue,4,Y,206,206,961,Public Water System,N,N,Y,LOWER VALLEY WATER DISTRICT,DW142,,,,Y,Y,,N,,N,,,LOWER VALLEY WATER DISTRICT,WW120,N,,onsite,Y,,N,,0,0,961,1,961,1,0,0,Y,N,,,0,,,,N,,,TREJO,SAUL,Utility,DISTRICT ENGINEER,LOWER VALLEY WATER DISTRICT,,1557 FM 1110 RD.,CLINT,TX,79836,(915) 791-4480,,,,,,,,,,,,,,,,,,,,,,,,,4773.813749,780861.0819
348,Sierra Meadows,P1R480421,Texas,TX,El Paso,TXAG,Sierra Meadows,,,,M0710243,Blue,4,Y,15,6,15,Public Water System,N,N,Y,LOWER VALLEY WATER DISTRICT,DW142,,,,Y,Y,,N,,Y,LOWER VALLEY WATER DISTRICT,WW120,,,N,,,Y,,N,,0,0,0,0,15,1,15,1,Y,N,,,0,,,,N,,,TREJO,SAUL,Utility,DISTRICT ENGINEER,LOWER VALLEY WATER DISTRICT,,1557 FM 1110 RD.,CLINT,TX,79836,(915) 791-4480,,LVWD sewer line at edge of subdivision. Lots may be adequate if not connected.,,,,,,,,,,,,,,,,,,,,,,,1507.243041,90923.48865
349,Wildhorse Valley,P1R480469,Texas,TX,El Paso,TXAG,Wildhorse Valley,,,,M0710289,Blue,4,Y,28,28,84,Public Water System,N,N,Y,LOWER VALLEY WATER DISTRICT,DW142,,,,Y,Y,,N,,N,,,LOWER VALLEY WATER DISTRICT,WW120,N,,onsite,U,average .5 ac lots should be adequate for septic,N,,0,0,84,1,84,1,0,0,Y,Y,,,0,,,,N,,,TREJO,SAUL,Utility,DISTRICT ENGINEER,LOWER VALLEY WATER DISTRICT,,1557 FM 1110 RD.,CLINT,TX,79836,(915) 791-4480,,,,,,,,,,,,,,,,,,,,,,,,,1161.111478,81806.94776
350,Sunshine Acres,P1R480437,Texas,TX,El Paso,TXAG,Sunshine Acres,Sunshine Acres/Connington,,,M0710259,Purple,2,Y,35,20,52,Public Water System,N,N,Y,LOWER VALLEY WATER DISTRICT,DW142,,,,Y,Y,,N,,N,,,LOWER VALLEY WATER DISTRICT,WW120,N,,,Y,,N,,0,0,52,1,52,1,0,0,Y,N,WW Phase 2 of Cuadrillia-proposed TDA,Wastewater,500000,,,See Utility Capacity,Y,T/A subject to USDA Funding Application,,TREJO,SAUL,Utility,DISTRICT ENGINEER,LOWER VALLEY WATER DISTRICT,,1557 FM 1110 RD.,CLINT,TX,79836,(915) 791-4480,,Phase 2 of Cuadrilla WW project planned,,,,,,,,,,,,,,,,,,,,,,,1012.612959,51159.58264
